来源：人民日报语料库			
制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn			
汉字	出现次数	频率	累计频率
袖	4569	0.0000254509 	0.9830043786 
崔	4551	0.0000253507 	0.9830297293 
漂	4538	0.0000252783 	0.9830550076 
廊	4514	0.0000251446 	0.9830801522 
乙	4513	0.0000251390 	0.9831052912 
契	4512	0.0000251334 	0.9831304246 
坎	4509	0.0000251167 	0.9831555413 
甜	4502	0.0000250777 	0.9831806190 
烦	4499	0.0000250610 	0.9832056800 
娃	4497	0.0000250499 	0.9832307299 
欺	4488	0.0000249997 	0.9832557296 
骑	4485	0.0000249830 	0.9832807126 
洽	4477	0.0000249385 	0.9833056511 
罢	4454	0.0000248104 	0.9833304615 
浅	4450	0.0000247881 	0.9833552496 
柜	4449	0.0000247825 	0.9833800321 
仔	4438	0.0000247212 	0.9834047533 
庞	4414	0.0000245875 	0.9834293408 
灿	4411	0.0000245708 	0.9834539116 
悦	4405	0.0000245374 	0.9834784490 
慈	4403	0.0000245263 	0.9835029753 
哀	4401	0.0000245151 	0.9835274904 
怨	4398	0.0000244984 	0.9835519888 
碎	4392	0.0000244650 	0.9835764538 
遣	4388	0.0000244427 	0.9836008965 
弊	4387	0.0000244371 	0.9836253336 
仙	4364	0.0000243090 	0.9836496426 
洒	4342	0.0000241865 	0.9836738291 
垦	4337	0.0000241586 	0.9836979877 
坊	4328	0.0000241085 	0.9837220962 
迄	4328	0.0000241085 	0.9837462047 
弥	4320	0.0000240639 	0.9837702686 
抛	4317	0.0000240472 	0.9837943158 
披	4278	0.0000238300 	0.9838181458 
揽	4272	0.0000237965 	0.9838419423 
撰	4257	0.0000237130 	0.9838656553 
焕	4255	0.0000237019 	0.9838893572 
渴	4248	0.0000236629 	0.9839130201 
罕	4240	0.0000236183 	0.9839366384 
玲	4235	0.0000235904 	0.9839602288 
昔	4234	0.0000235849 	0.9839838137 
逆	4229	0.0000235570 	0.9840073707 
桶	4219	0.0000235013 	0.9840308720 
涂	4208	0.0000234400 	0.9840543120 
孝	4202	0.0000234066 	0.9840777186 
苍	4197	0.0000233788 	0.9841010974 
悼	4178	0.0000232729 	0.9841243703 
柔	4174	0.0000232507 	0.9841476210 
劝	4174	0.0000232507 	0.9841708717 
颂	4166	0.0000232061 	0.9841940778 
逻	4165	0.0000232005 	0.9842172783 
盆	4155	0.0000231448 	0.9842404231 
抬	4150	0.0000231170 	0.9842635401 
豫	4129	0.0000230000 	0.9842865401 
谐	4114	0.0000229164 	0.9843094565 
肝	4114	0.0000229164 	0.9843323729 
溢	4107	0.0000228774 	0.9843552503 
棵	4102	0.0000228496 	0.9843780999 
憾	4099	0.0000228329 	0.9844009328 
狱	4099	0.0000228329 	0.9844237657 
茅	4093	0.0000227995 	0.9844465652 
奈	4088	0.0000227716 	0.9844693368 
吊	4087	0.0000227660 	0.9844921028 
磁	4086	0.0000227605 	0.9845148633 
斜	4078	0.0000227159 	0.9845375792 
坑	4056	0.0000225934 	0.9845601726 
窃	4053	0.0000225766 	0.9845827492 
砖	4049	0.0000225544 	0.9846053036 
艘	4036	0.0000224819 	0.9846277855 
滴	4027	0.0000224318 	0.9846502173 
惨	4018	0.0000223817 	0.9846725990 
膜	4010	0.0000223371 	0.9846949361 
逾	3995	0.0000222536 	0.9847171897 
匆	3993	0.0000222424 	0.9847394321 
勋	3992	0.0000222368 	0.9847616689 
幻	3977	0.0000221533 	0.9847838222 
薪	3969	0.0000221087 	0.9848059309 
丑	3965	0.0000220864 	0.9848280173 
皆	3948	0.0000219918 	0.9848500091 
骄	3945	0.0000219750 	0.9848719841 
剪	3943	0.0000219639 	0.9848939480 
畏	3943	0.0000219639 	0.9849159119 
钩	3939	0.0000219416 	0.9849378535 
晰	3934	0.0000219138 	0.9849597673 
俭	3926	0.0000218692 	0.9849816365 
腹	3921	0.0000218414 	0.9850034779 
葬	3910	0.0000217801 	0.9850252580 
厄	3907	0.0000217634 	0.9850470214 
敲	3906	0.0000217578 	0.9850687792 
咱	3902	0.0000217355 	0.9850905147 
魅	3896	0.0000217021 	0.9851122168 
糊	3887	0.0000216520 	0.9851338688 
纤	3885	0.0000216408 	0.9851555096 
蕴	3864	0.0000215238 	0.9851770334 
暨	3846	0.0000214236 	0.9851984570 
璃	3842	0.0000214013 	0.9852198583 
屠	3825	0.0000213066 	0.9852411649 
谴	3818	0.0000212676 	0.9852624325 
搜	3816	0.0000212565 	0.9852836890 
殿	3809	0.0000212175 	0.9853049065 
辱	3808	0.0000212119 	0.9853261184 
圭	3801	0.0000211729 	0.9853472913 
驰	3798	0.0000211562 	0.9853684475 
愤	3795	0.0000211395 	0.9853895870 
擅	3783	0.0000210726 	0.9854106596 
碧	3776	0.0000210337 	0.9854316933 
聪	3776	0.0000210337 	0.9854527270 
瓷	3773	0.0000210169 	0.9854737439 
酬	3770	0.0000210002 	0.9854947441 
酷	3756	0.0000209222 	0.9855156663 
幽	3745	0.0000208610 	0.9855365273 
仗	3738	0.0000208220 	0.9855573493 
哭	3732	0.0000207886 	0.9855781379 
疲	3731	0.0000207830 	0.9855989209 
吾	3731	0.0000207830 	0.9856197039 
竭	3730	0.0000207774 	0.9856404813 
殷	3728	0.0000207663 	0.9856612476 
尺	3716	0.0000206994 	0.9856819470 
暑	3713	0.0000206827 	0.9857026297 
乳	3713	0.0000206827 	0.9857233124 
卜	3704	0.0000206326 	0.9857439450 
仆	3703	0.0000206270 	0.9857645720 
薛	3700	0.0000206103 	0.9857851823 
挽	3696	0.0000205880 	0.9858057703 
腔	3683	0.0000205156 	0.9858262859 
渗	3673	0.0000204599 	0.9858467458 
稍	3673	0.0000204599 	0.9858672057 
绳	3664	0.0000204098 	0.9858876155 
坪	3664	0.0000204098 	0.9859080253 
垂	3640	0.0000202761 	0.9859283014 
巷	3636	0.0000202538 	0.9859485552 
沪	3628	0.0000202092 	0.9859687644 
眉	3627	0.0000202037 	0.9859889681 
歹	3619	0.0000201591 	0.9860091272 
肿	3612	0.0000201201 	0.9860292473 
翔	3612	0.0000201201 	0.9860493674 
叔	3609	0.0000201034 	0.9860694708 
崭	3609	0.0000201034 	0.9860895742 
竣	3608	0.0000200978 	0.9861096720 
傲	3608	0.0000200978 	0.9861297698 
酿	3605	0.0000200811 	0.9861498509 
剥	3605	0.0000200811 	0.9861699320 
胎	3603	0.0000200700 	0.9861900020 
婆	3595	0.0000200254 	0.9862100274 
鹿	3588	0.0000199864 	0.9862300138 
掩	3582	0.0000199530 	0.9862499668 
铸	3581	0.0000199474 	0.9862699142 
鼠	3573	0.0000199029 	0.9862898171 
萧	3572	0.0000198973 	0.9863097144 
鹤	3560	0.0000198305 	0.9863295449 
挫	3556	0.0000198082 	0.9863493531 
芝	3554	0.0000197970 	0.9863691501 
谦	3538	0.0000197079 	0.9863888580 
冀	3537	0.0000197023 	0.9864085603 
垒	3531	0.0000196689 	0.9864282292 
帽	3530	0.0000196633 	0.9864478925 
誓	3526	0.0000196411 	0.9864675336 
缝	3521	0.0000196132 	0.9864871468 
爬	3513	0.0000195686 	0.9865067154 
韵	3512	0.0000195631 	0.9865262785 
掀	3509	0.0000195464 	0.9865458249 
催	3506	0.0000195297 	0.9865653546 
溉	3497	0.0000194795 	0.9865848341 
钓	3494	0.0000194628 	0.9866042969 
垄	3490	0.0000194405 	0.9866237374 
辐	3490	0.0000194405 	0.9866431779 
葛	3469	0.0000193236 	0.9866625015 
沧	3467	0.0000193124 	0.9866818139 
夸	3448	0.0000192066 	0.9867010205 
鼎	3447	0.0000192010 	0.9867202215 
脆	3434	0.0000191286 	0.9867393501 
茫	3431	0.0000191119 	0.9867584620 
拘	3412	0.0000190060 	0.9867774680 
挣	3412	0.0000190060 	0.9867964740 
舶	3396	0.0000189169 	0.9868153909 
挡	3394	0.0000189058 	0.9868342967 
恋	3391	0.0000188891 	0.9868531858 
呀	3389	0.0000188779 	0.9868720637 
夹	3378	0.0000188167 	0.9868908804 
碗	3375	0.0000187999 	0.9869096803 
崛	3375	0.0000187999 	0.9869284802 
朵	3374	0.0000187944 	0.9869472746 
翠	3370	0.0000187721 	0.9869660467 
帅	3365	0.0000187442 	0.9869847909 
蔓	3358	0.0000187052 	0.9870034961 
渊	3344	0.0000186273 	0.9870221234 
枣	3340	0.0000186050 	0.9870407284 
阎	3336	0.0000185827 	0.9870593111 
醉	3331	0.0000185548 	0.9870778659 
擦	3323	0.0000185103 	0.9870963762 
匈	3322	0.0000185047 	0.9871148809 
宰	3318	0.0000184824 	0.9871333633 
睹	3314	0.0000184601 	0.9871518234 
翁	3306	0.0000184156 	0.9871702390 
粒	3302	0.0000183933 	0.9871886323 
泼	3300	0.0000183822 	0.9872070145 
吞	3294	0.0000183487 	0.9872253632 
帆	3291	0.0000183320 	0.9872436952 
雾	3278	0.0000182596 	0.9872619548 
寓	3270	0.0000182151 	0.9872801699 
苹	3269	0.0000182095 	0.9872983794 
凶	3259	0.0000181538 	0.9873165332 
淀	3255	0.0000181315 	0.9873346647 
敞	3251	0.0000181092 	0.9873527739 
诈	3250	0.0000181036 	0.9873708775 
蕾	3249	0.0000180981 	0.9873889756 
赁	3238	0.0000180368 	0.9874070124 
雇	3235	0.0000180201 	0.9874250325 
尿	3232	0.0000180034 	0.9874430359 
禽	3214	0.0000179031 	0.9874609390 
愧	3214	0.0000179031 	0.9874788421 
涝	3213	0.0000178975 	0.9874967396 
铃	3211	0.0000178864 	0.9875146260 
贬	3203	0.0000178418 	0.9875324678 
嫁	3200	0.0000178251 	0.9875502929 
弯	3198	0.0000178140 	0.9875681069 
姻	3197	0.0000178084 	0.9875859153 
鸭	3194	0.0000177917 	0.9876037070 
炒	3186	0.0000177471 	0.9876214541 
聊	3183	0.0000177304 	0.9876391845 
厘	3180	0.0000177137 	0.9876568982 
孕	3159	0.0000175967 	0.9876744949 
拦	3155	0.0000175745 	0.9876920694 
笼	3147	0.0000175299 	0.9877095993 
祸	3141	0.0000174965 	0.9877270958 
歪	3135	0.0000174631 	0.9877445589 
啤	3132	0.0000174463 	0.9877620052 
肆	3131	0.0000174408 	0.9877794460 
俩	3131	0.0000174408 	0.9877968868 
卧	3127	0.0000174185 	0.9878143053 
狮	3127	0.0000174185 	0.9878317238 
绸	3124	0.0000174018 	0.9878491256 
囊	3117	0.0000173628 	0.9878664884 
怒	3109	0.0000173182 	0.9878838066 
帷	3104	0.0000172904 	0.9879010970 
砍	3102	0.0000172792 	0.9879183762 
魔	3100	0.0000172681 	0.9879356443 
缆	3084	0.0000171790 	0.9879528233 
肠	3082	0.0000171678 	0.9879699911 
链	3082	0.0000171678 	0.9879871589 
愉	3072	0.0000171121 	0.9880042710 
涯	3067	0.0000170843 	0.9880213553 
儒	3037	0.0000169172 	0.9880382725 
辜	3026	0.0000168559 	0.9880551284 
雁	3023	0.0000168392 	0.9880719676 
捧	3019	0.0000168169 	0.9880887845 
赌	3006	0.0000167445 	0.9881055290 
盒	3001	0.0000167166 	0.9881222456 
喻	2994	0.0000166776 	0.9881389232 
斥	2991	0.0000166609 	0.9881555841 
捞	2991	0.0000166609 	0.9881722450 
稽	2987	0.0000166386 	0.9881888836 
塌	2986	0.0000166331 	0.9882055167 
邯	2974	0.0000165662 	0.9882220829 
哨	2971	0.0000165495 	0.9882386324 
寸	2957	0.0000164715 	0.9882551039 
隧	2957	0.0000164715 	0.9882715754 
椅	2957	0.0000164715 	0.9882880469 
瘤	2956	0.0000164660 	0.9883045129 
浑	2955	0.0000164604 	0.9883209733 
蚀	2952	0.0000164437 	0.9883374170 
藤	2946	0.0000164103 	0.9883538273 
猎	2943	0.0000163935 	0.9883702208 
湛	2932	0.0000163323 	0.9883865531 
戚	2917	0.0000162487 	0.9884028018 
闸	2915	0.0000162376 	0.9884190394 
沛	2914	0.0000162320 	0.9884352714 
猫	2911	0.0000162153 	0.9884514867 
鬼	2909	0.0000162042 	0.9884676909 
愁	2896	0.0000161317 	0.9884838226 
浇	2881	0.0000160482 	0.9884998708 
扮	2880	0.0000160426 	0.9885159134 
泄	2861	0.0000159368 	0.9885318502 
呆	2844	0.0000158421 	0.9885476923 
拚	2841	0.0000158254 	0.9885635177 
鹰	2822	0.0000157195 	0.9885792372 
浸	2816	0.0000156861 	0.9885949233 
孜	2798	0.0000155858 	0.9886105091 
绒	2797	0.0000155803 	0.9886260894 
啥	2796	0.0000155747 	0.9886416641 
勉	2788	0.0000155301 	0.9886571942 
缉	2771	0.0000154354 	0.9886726296 
畔	2765	0.0000154020 	0.9886880316 
卸	2759	0.0000153686 	0.9887034002 
聂	2754	0.0000153408 	0.9887187410 
朽	2750	0.0000153185 	0.9887340595 
筋	2749	0.0000153129 	0.9887493724 
辨	2746	0.0000152962 	0.9887646686 
斑	2732	0.0000152182 	0.9887798868 
募	2731	0.0000152126 	0.9887950994 
挚	2730	0.0000152071 	0.9888103065 
勾	2725	0.0000151792 	0.9888254857 
罐	2721	0.0000151569 	0.9888406426 
窑	2717	0.0000151346 	0.9888557772 
魁	2700	0.0000150400 	0.9888708172 
庸	2696	0.0000150177 	0.9888858349 
寂	2695	0.0000150121 	0.9889008470 
铝	2695	0.0000150121 	0.9889158591 
魄	2694	0.0000150065 	0.9889308656 
逮	2693	0.0000150010 	0.9889458666 
厕	2681	0.0000149341 	0.9889608007 
肤	2673	0.0000148896 	0.9889756903 
婴	2656	0.0000147949 	0.9889904852 
愚	2631	0.0000146556 	0.9890051408 
剖	2621	0.0000145999 	0.9890197407 
疼	2619	0.0000145888 	0.9890343295 
昏	2616	0.0000145720 	0.9890489015 
浴	2607	0.0000145219 	0.9890634234 
巾	2598	0.0000144718 	0.9890778952 
掏	2592	0.0000144384 	0.9890923336 
枢	2591	0.0000144328 	0.9891067664 
鞭	2586	0.0000144049 	0.9891211713 
妨	2566	0.0000142935 	0.9891354648 
逊	2564	0.0000142824 	0.9891497472 
枯	2563	0.0000142768 	0.9891640240 
狗	2561	0.0000142657 	0.9891782897 
潭	2556	0.0000142378 	0.9891925275 
鹅	2536	0.0000141264 	0.9892066539 
幢	2512	0.0000139927 	0.9892206466 
惕	2511	0.0000139872 	0.9892346338 
粤	2508	0.0000139704 	0.9892486042 
澜	2507	0.0000139649 	0.9892625691 
抒	2498	0.0000139147 	0.9892764838 
臂	2486	0.0000138479 	0.9892903317 
粹	2483	0.0000138312 	0.9893041629 
鼻	2477	0.0000137978 	0.9893179607 
秉	2472	0.0000137699 	0.9893317306 
踢	2466	0.0000137365 	0.9893454671 
蒸	2465	0.0000137309 	0.9893591980 
饼	2452	0.0000136585 	0.9893728565 
挨	2451	0.0000136529 	0.9893865094 
芦	2451	0.0000136529 	0.9894001623 
棒	2445	0.0000136195 	0.9894137818 
僵	2441	0.0000135972 	0.9894273790 
拐	2440	0.0000135917 	0.9894409707 
脊	2439	0.0000135861 	0.9894545568 
邢	2431	0.0000135415 	0.9894680983 
蛇	2425	0.0000135081 	0.9894816064 
臭	2413	0.0000134413 	0.9894950477 
悔	2410	0.0000134246 	0.9895084723 
恳	2409	0.0000134190 	0.9895218913 
舱	2404	0.0000133911 	0.9895352824 
杏	2392	0.0000133243 	0.9895486067 
巍	2384	0.0000132797 	0.9895618864 
刮	2380	0.0000132574 	0.9895751438 
狭	2376	0.0000132352 	0.9895883790 
渝	2369	0.0000131962 	0.9896015752 
陋	2365	0.0000131739 	0.9896147491 
谅	2359	0.0000131405 	0.9896278896 
厢	2359	0.0000131405 	0.9896410301 
宙	2357	0.0000131293 	0.9896541594 
瞻	2349	0.0000130848 	0.9896672442 
赂	2332	0.0000129901 	0.9896802343 
颈	2330	0.0000129789 	0.9896932132 
壳	2316	0.0000129009 	0.9897061141 
咸	2313	0.0000128842 	0.9897189983 
淹	2291	0.0000127617 	0.9897317600 
衍	2288	0.0000127450 	0.9897445050 
芭	2283	0.0000127171 	0.9897572221 
炬	2278	0.0000126893 	0.9897699114 
饶	2276	0.0000126781 	0.9897825895 
驳	2275	0.0000126726 	0.9897952621 
芒	2273	0.0000126614 	0.9898079235 
梨	2259	0.0000125834 	0.9898205069 
刹	2259	0.0000125834 	0.9898330903 
踊	2258	0.0000125779 	0.9898456682 
兢	2257	0.0000125723 	0.9898582405 
辣	2255	0.0000125611 	0.9898708016 
髓	2251	0.0000125389 	0.9898833405 
撼	2251	0.0000125389 	0.9898958794 
叉	2248	0.0000125222 	0.9899084016 
捉	2247	0.0000125166 	0.9899209182 
蜂	2246	0.0000125110 	0.9899334292 
亟	2241	0.0000124832 	0.9899459124 
瘦	2234	0.0000124442 	0.9899583566 
篷	2228	0.0000124107 	0.9899707673 
杠	2217	0.0000123495 	0.9899831168 
纱	2207	0.0000122938 	0.9899954106 
拾	2202	0.0000122659 	0.9900076765 
罩	2202	0.0000122659 	0.9900199424 
嘱	2197	0.0000122381 	0.9900321805 
歉	2196	0.0000122325 	0.9900444130 
咬	2190	0.0000121991 	0.9900566121 
摔	2190	0.0000121991 	0.9900688112 
淋	2186	0.0000121768 	0.9900809880 
澄	2182	0.0000121545 	0.9900931425 
淫	2176	0.0000121211 	0.9901052636 
眠	2175	0.0000121155 	0.9901173791 
脂	2172	0.0000120988 	0.9901294779 
恨	2171	0.0000120932 	0.9901415711 
屯	2160	0.0000120320 	0.9901536031 
趟	2160	0.0000120320 	0.9901656351 
遂	2157	0.0000120153 	0.9901776504 
爽	2153	0.0000119930 	0.9901896434 
锣	2151	0.0000119818 	0.9902016252 
卉	2151	0.0000119818 	0.9902136070 
啦	2146	0.0000119540 	0.9902255610 
沫	2141	0.0000119261 	0.9902374871 
馨	2135	0.0000118927 	0.9902493798 
袱	2135	0.0000118927 	0.9902612725 
弦	2128	0.0000118537 	0.9902731262 
奴	2126	0.0000118426 	0.9902849688 
挠	2123	0.0000118259 	0.9902967947 
耻	2118	0.0000117980 	0.9903085927 
秧	2116	0.0000117869 	0.9903203796 
骚	2115	0.0000117813 	0.9903321609 
猜	2105	0.0000117256 	0.9903438865 
呵	2105	0.0000117256 	0.9903556121 
扇	2103	0.0000117145 	0.9903673266 
伞	2088	0.0000116309 	0.9903789575 
疯	2080	0.0000115863 	0.9903905438 
浆	2070	0.0000115306 	0.9904020744 
胃	2068	0.0000115195 	0.9904135939 
崖	2065	0.0000115028 	0.9904250967 
葱	2064	0.0000114972 	0.9904365939 
摧	2051	0.0000114248 	0.9904480187 
瞬	2044	0.0000113858 	0.9904594045 
濒	2034	0.0000113301 	0.9904707346 
衬	2032	0.0000113190 	0.9904820536 
窄	2032	0.0000113190 	0.9904933726 
桩	2030	0.0000113078 	0.9905046804 
碱	2029	0.0000113022 	0.9905159826 
昼	2023	0.0000112688 	0.9905272514 
俺	2019	0.0000112465 	0.9905384979 
叠	2012	0.0000112075 	0.9905497054 
纹	2009	0.0000111908 	0.9905608962 
瘫	2008	0.0000111853 	0.9905720815 
桐	2005	0.0000111686 	0.9905832501 
抄	2001	0.0000111463 	0.9905943964 
绣	2000	0.0000111407 	0.9906055371 
衫	1997	0.0000111240 	0.9906166611 
凑	1991	0.0000110906 	0.9906277517 
丙	1979	0.0000110237 	0.9906387754 
颠	1977	0.0000110126 	0.9906497880 
忌	1976	0.0000110070 	0.9906607950 
兽	1973	0.0000109903 	0.9906717853 
椒	1967	0.0000109569 	0.9906827422 
轴	1965	0.0000109457 	0.9906936879 
奢	1963	0.0000109346 	0.9907046225 
碘	1961	0.0000109235 	0.9907155460 
岂	1956	0.0000108956 	0.9907264416 
扔	1951	0.0000108678 	0.9907373094 
烤	1948	0.0000108510 	0.9907481604 
躁	1946	0.0000108399 	0.9907590003 
啡	1926	0.0000107285 	0.9907697288 
痕	1925	0.0000107229 	0.9907804517 
硫	1922	0.0000107062 	0.9907911579 
雀	1916	0.0000106728 	0.9908018307 
歇	1912	0.0000106505 	0.9908124812 
焰	1909	0.0000106338 	0.9908231150 
橡	1906	0.0000106171 	0.9908337321 
沸	1906	0.0000106171 	0.9908443492 
馈	1903	0.0000106004 	0.9908549496 
汁	1902	0.0000105948 	0.9908655444 
渣	1896	0.0000105614 	0.9908761058 
惧	1893	0.0000105447 	0.9908866505 
筒	1890	0.0000105280 	0.9908971785 
盯	1884	0.0000104945 	0.9909076730 
芯	1884	0.0000104945 	0.9909181675 
滔	1878	0.0000104611 	0.9909286286 
焚	1874	0.0000104388 	0.9909390674 
咖	1873	0.0000104333 	0.9909495007 
慌	1873	0.0000104333 	0.9909599340 
曝	1869	0.0000104110 	0.9909703450 
漆	1866	0.0000103943 	0.9909807393 
肌	1864	0.0000103831 	0.9909911224 
霜	1856	0.0000103386 	0.9910014610 
蚕	1856	0.0000103386 	0.9910117996 
饥	1849	0.0000102996 	0.9910220992 
蛮	1848	0.0000102940 	0.9910323932 
隶	1847	0.0000102884 	0.9910426816 
稼	1844	0.0000102717 	0.9910529533 
螺	1841	0.0000102550 	0.9910632083 
匪	1836	0.0000102272 	0.9910734355 
遮	1830	0.0000101937 	0.9910836292 
垫	1827	0.0000101770 	0.9910938062 
傍	1826	0.0000101715 	0.9911039777 
抹	1819	0.0000101325 	0.9911141102 
嫂	1815	0.0000101102 	0.9911242204 
碌	1809	0.0000100768 	0.9911342972 
砂	1809	0.0000100768 	0.9911443740 
祭	1808	0.0000100712 	0.9911544452 
饿	1806	0.0000100601 	0.9911645053 
钞	1806	0.0000100601 	0.9911745654 
铅	1800	0.0000100266 	0.9911845920 
诫	1796	0.0000100044 	0.9911945964 
耿	1795	0.0000099988 	0.9912045952 
缠	1794	0.0000099932 	0.9912145884 
躲	1794	0.0000099932 	0.9912245816 
赃	1790	0.0000099709 	0.9912345525 
恼	1789	0.0000099654 	0.9912445179 
喂	1788	0.0000099598 	0.9912544777 
肢	1774	0.0000098818 	0.9912643595 
蝶	1771	0.0000098651 	0.9912742246 
厨	1770	0.0000098595 	0.9912840841 
骂	1770	0.0000098595 	0.9912939436 
碳	1769	0.0000098540 	0.9913037976 
榆	1769	0.0000098540 	0.9913136516 
瑰	1766	0.0000098372 	0.9913234888 
肾	1765	0.0000098317 	0.9913333205 
诵	1760	0.0000098038 	0.9913431243 
砸	1759	0.0000097983 	0.9913529226 
缚	1759	0.0000097983 	0.9913627209 
迭	1758	0.0000097927 	0.9913725136 
瞄	1757	0.0000097871 	0.9913823007 
寡	1741	0.0000096980 	0.9913919987 
哄	1736	0.0000096701 	0.9914016688 
蜜	1735	0.0000096646 	0.9914113334 
仇	1732	0.0000096479 	0.9914209813 
镑	1730	0.0000096367 	0.9914306180 
陌	1728	0.0000096256 	0.9914402436 
躺	1727	0.0000096200 	0.9914498636 
噪	1726	0.0000096144 	0.9914594780 
肚	1724	0.0000096033 	0.9914690813 
虾	1718	0.0000095699 	0.9914786512 
萌	1701	0.0000094752 	0.9914881264 
膀	1698	0.0000094585 	0.9914975849 
焊	1697	0.0000094529 	0.9915070378 
溃	1691	0.0000094195 	0.9915164573 
掠	1688	0.0000094028 	0.9915258601 
狼	1685	0.0000093860 	0.9915352461 
磷	1682	0.0000093693 	0.9915446154 
吟	1680	0.0000093582 	0.9915539736 
叛	1678	0.0000093471 	0.9915633207 
绑	1673	0.0000093192 	0.9915726399 
捍	1671	0.0000093081 	0.9915819480 
桔	1667	0.0000092858 	0.9915912338 
芽	1666	0.0000092802 	0.9916005140 
匠	1666	0.0000092802 	0.9916097942 
灶	1655	0.0000092189 	0.9916190131 
酝	1651	0.0000091967 	0.9916282098 
韧	1648	0.0000091799 	0.9916373897 
竖	1645	0.0000091632 	0.9916465529 
晒	1643	0.0000091521 	0.9916557050 
沾	1639	0.0000091298 	0.9916648348 
妆	1637	0.0000091187 	0.9916739535 
溜	1636	0.0000091131 	0.9916830666 
谣	1635	0.0000091075 	0.9916921741 
鸦	1634	0.0000091020 	0.9917012761 
潇	1633	0.0000090964 	0.9917103725 
昧	1632	0.0000090908 	0.9917194633 
珊	1630	0.0000090797 	0.9917285430 
趁	1629	0.0000090741 	0.9917376171 
沼	1629	0.0000090741 	0.9917466912 
兔	1627	0.0000090630 	0.9917557542 
裤	1626	0.0000090574 	0.9917648116 
垮	1625	0.0000090518 	0.9917738634 
喇	1620	0.0000090240 	0.9917828874 
惟	1608	0.0000089571 	0.9917918445 
瞒	1606	0.0000089460 	0.9918007905 
尸	1603	0.0000089293 	0.9918097198 
吓	1599	0.0000089070 	0.9918186268 
僚	1593	0.0000088736 	0.9918275004 
翅	1586	0.0000088346 	0.9918363350 
筛	1575	0.0000087733 	0.9918451083 
崩	1572	0.0000087566 	0.9918538649 
溶	1569	0.0000087399 	0.9918626048 
痴	1566	0.0000087232 	0.9918713280 
粪	1563	0.0000087065 	0.9918800345 
曰	1555	0.0000086619 	0.9918886964 
窟	1553	0.0000086508 	0.9918973472 
舌	1549	0.0000086285 	0.9919059757 
壶	1548	0.0000086229 	0.9919145986 
俏	1548	0.0000086229 	0.9919232215 
齿	1545	0.0000086062 	0.9919318277 
泣	1533	0.0000085394 	0.9919403671 
僻	1532	0.0000085338 	0.9919489009 
奸	1532	0.0000085338 	0.9919574347 
扯	1532	0.0000085338 	0.9919659685 
咏	1524	0.0000084892 	0.9919744577 
妄	1521	0.0000084725 	0.9919829302 
畴	1518	0.0000084558 	0.9919913860 
聋	1518	0.0000084558 	0.9919998418 
猴	1516	0.0000084447 	0.9920082865 
媳	1511	0.0000084168 	0.9920167033 
坠	1509	0.0000084057 	0.9920251090 
轧	1502	0.0000083667 	0.9920334757 
闷	1500	0.0000083555 	0.9920418312 
猖	1499	0.0000083500 	0.9920501812 
蹲	1498	0.0000083444 	0.9920585256 
耸	1497	0.0000083388 	0.9920668644 
贞	1495	0.0000083277 	0.9920751921 
粘	1493	0.0000083165 	0.9920835086 
硅	1488	0.0000082887 	0.9920917973 
巢	1486	0.0000082775 	0.9921000748 
丸	1479	0.0000082386 	0.9921083134 
拱	1476	0.0000082218 	0.9921165352 
羡	1473	0.0000082051 	0.9921247403 
菇	1473	0.0000082051 	0.9921329454 
毯	1462	0.0000081439 	0.9921410893 
锭	1461	0.0000081383 	0.9921492276 
歼	1459	0.0000081271 	0.9921573547 
栗	1457	0.0000081160 	0.9921654707 
蔽	1455	0.0000081049 	0.9921735756 
糕	1452	0.0000080882 	0.9921816638 
匙	1452	0.0000080882 	0.9921897520 
裹	1441	0.0000080269 	0.9921977789 
棍	1436	0.0000079990 	0.9922057779 
鸽	1435	0.0000079935 	0.9922137714 
钉	1433	0.0000079823 	0.9922217537 
钥	1430	0.0000079656 	0.9922297193 
喧	1421	0.0000079155 	0.9922376348 
贮	1421	0.0000079155 	0.9922455503 
哑	1418	0.0000078988 	0.9922534491 
骆	1415	0.0000078820 	0.9922613311 
厌	1414	0.0000078765 	0.9922692076 
晃	1412	0.0000078653 	0.9922770729 
躯	1407	0.0000078375 	0.9922849104 
恭	1403	0.0000078152 	0.9922927256 
咽	1386	0.0000077205 	0.9923004461 
俘	1382	0.0000076982 	0.9923081443 
驼	1382	0.0000076982 	0.9923158425 
簿	1379	0.0000076815 	0.9923235240 
甩	1377	0.0000076704 	0.9923311944 
烁	1376	0.0000076648 	0.9923388592 
坟	1371	0.0000076370 	0.9923464962 
穴	1370	0.0000076314 	0.9923541276 
拢	1368	0.0000076202 	0.9923617478 
萝	1365	0.0000076035 	0.9923693513 
埠	1354	0.0000075423 	0.9923768936 
笋	1352	0.0000075311 	0.9923844247 
锤	1349	0.0000075144 	0.9923919391 
沥	1348	0.0000075088 	0.9923994479 
薯	1344	0.0000074866 	0.9924069345 
矮	1344	0.0000074866 	0.9924144211 
霉	1341	0.0000074698 	0.9924218909 
凰	1336	0.0000074420 	0.9924293329 
鞠	1328	0.0000073974 	0.9924367303 
倘	1321	0.0000073584 	0.9924440887 
喉	1317	0.0000073362 	0.9924514249 
慷	1316	0.0000073306 	0.9924587555 
