NO	PHRASE	DPIWN	TDPIWN	PERCENT	TPERCENT	JDICT
7118	國名	10	663245	0.00131990	87.54183359	
7119	密度	10	663255	0.00131990	87.54315349	*
7120	情節	10	663265	0.00131990	87.54447339	*
7121	得來	10	663275	0.00131990	87.54579329	
7122	情趣	10	663285	0.00131990	87.54711319	*
7123	情願	10	663295	0.00131990	87.54843309	*
7124	族人	10	663305	0.00131990	87.54975299	*
7125	探訪	10	663315	0.00131990	87.55107289	*
7126	教師節	10	663325	0.00131990	87.55239279	*
7127	斬	10	663335	0.00131990	87.55371269	*
7128	接見	10	663345	0.00131990	87.55503259	*
7129	啟用	10	663355	0.00131990	87.55635249	*
7130	毫米	10	663365	0.00131990	87.55767239	*
7131	深度	10	663375	0.00131990	87.55899229	*
7132	梅	10	663385	0.00131990	87.56031219	*
7133	焉	10	663395	0.00131990	87.56163209	*
7134	淹沒	10	663405	0.00131990	87.56295199	*
7135	眼眶	10	663415	0.00131990	87.56427189	*
7136	眼鏡蛇	10	663425	0.00131990	87.56559179	*
7137	船身	10	663435	0.00131990	87.56691169	
7138	統統	10	663445	0.00131990	87.56823159	*
7139	產下	10	663455	0.00131990	87.56955149	
7140	粗大	10	663465	0.00131990	87.57087139	
7141	移開	10	663475	0.00131990	87.57219129	
7142	粗壯	10	663485	0.00131990	87.57351119	*
7143	貨品	10	663495	0.00131990	87.57483109	*
7144	販賣	10	663505	0.00131990	87.57615099	*
7145	途	10	663515	0.00131990	87.57747089	*
7146	通電	10	663525	0.00131990	87.57879079	*
7147	造反	10	663535	0.00131990	87.58011069	*
7148	連詞	10	663545	0.00131990	87.58143059	*
7149	鹿港	10	663555	0.00131990	87.58275049	
7150	都會	10	663565	0.00131990	87.58407039	*
7151	雪地	10	663575	0.00131990	87.58539029	*
7152	喃喃	10	663585	0.00131990	87.58671019	*
7153	喇	10	663595	0.00131990	87.58803009	
7154	復習	10	663605	0.00131990	87.58934999	
7155	喪	10	663615	0.00131990	87.59066989	*
7156	喪失	10	663625	0.00131990	87.59198979	*
7157	單眼	10	663635	0.00131990	87.59330969	
7158	喇叭	10	663645	0.00131990	87.59462959	*
7159	散文	10	663655	0.00131990	87.59594949	*
7160	棉絮	10	663665	0.00131990	87.59726939	*
7161	插畫	10	663675	0.00131990	87.59858929	*
7162	悲壯	10	663685	0.00131990	87.59990919	*
7163	欺騙	10	663695	0.00131990	87.60122909	*
7164	湯匙	10	663705	0.00131990	87.60254899	*
7165	無窮	10	663715	0.00131990	87.60386889	*
7166	發誓	10	663725	0.00131990	87.60518879	*
7167	無形	10	663735	0.00131990	87.60650869	*
7168	發票	10	663745	0.00131990	87.60782859	*
7169	氮	10	663755	0.00131990	87.60914849	*
7170	猶	10	663765	0.00131990	87.61046839	*
7171	減去	10	663775	0.00131990	87.61178829	
7172	發動	10	663785	0.00131990	87.61310819	*
7173	發音	10	663795	0.00131990	87.61442809	*
7174	等高線	10	663805	0.00131990	87.61574799	*
7175	筆鋒	10	663815	0.00131990	87.61706789	*
7176	童子軍	10	663825	0.00131990	87.61838779	*
7177	絕不	10	663835	0.00131990	87.61970769	*
7178	舜	10	663845	0.00131990	87.62102759	*
7179	菱形	10	663855	0.00131990	87.62234749	*
7180	絕望	10	663865	0.00131990	87.62366739	*
7181	絕種	10	663875	0.00131990	87.62498729	*
7182	發熱	10	663885	0.00131990	87.62630719	*
7183	菲爾	10	663895	0.00131990	87.62762709	
7184	紫	10	663905	0.00131990	87.62894699	*
7185	菊花	10	663915	0.00131990	87.63026689	*
7186	軸	10	663925	0.00131990	87.63158679	*
7187	距	10	663935	0.00131990	87.63290669	*
7188	鄉野	10	663945	0.00131990	87.63422659	*
7189	菜園	10	663955	0.00131990	87.63554649	*
7190	開闊	10	663965	0.00131990	87.63686639	*
7191	開設	10	663975	0.00131990	87.63818629	*
7192	量筒	10	663985	0.00131990	87.63950619	*
7193	超現實	10	663995	0.00131990	87.64082609	
7194	裂縫	10	664005	0.00131990	87.64214599	*
7195	裁判	10	664015	0.00131990	87.64346589	*
7196	詞句	10	664025	0.00131990	87.64478579	*
7197	週一	10	664035	0.00131990	87.64610569	
7198	雇用	10	664045	0.00131990	87.64742559	
7199	雲長	10	664055	0.00131990	87.64874549	
7200	隆冬	10	664065	0.00131990	87.65006539	*
7201	隆起	10	664075	0.00131990	87.65138529	*
7202	集集大地震	10	664085	0.00131990	87.65270519	
7203	傳承	10	664095	0.00131990	87.65402509	*
7204	陽	10	664105	0.00131990	87.65534499	*
7205	催	10	664115	0.00131990	87.65666489	*
7206	圓周率	10	664125	0.00131990	87.65798479	*
7207	愛德華	10	664135	0.00131990	87.65930469	
7208	愚笨	10	664145	0.00131990	87.66062459	*
7209	嗚嗚	10	664155	0.00131990	87.66194449	
7210	感嘆	10	664165	0.00131990	87.66326439	*
7211	慎重	10	664175	0.00131990	87.66458429	*
7212	感官	10	664185	0.00131990	87.66590419	*
7213	奧爾維	10	664195	0.00131990	87.66722409	
7214	暗暗	10	664205	0.00131990	87.66854399	
7215	滑鼠	10	664215	0.00131990	87.66986389	*
7216	暖氣團	10	664225	0.00131990	87.67118379	
7217	業務	10	664235	0.00131990	87.67250369	*
7218	煩悶	10	664245	0.00131990	87.67382359	*
7219	滔滔不絕	10	664255	0.00131990	87.67514349	*
7220	煙火	10	664265	0.00131990	87.67646339	*
7221	準確	10	664275	0.00131990	87.67778329	*
7222	新詩	10	664285	0.00131990	87.67910319	*
7223	節儉	10	664295	0.00131990	87.68042309	*
7224	當上	10	664305	0.00131990	87.68174299	
7225	腦子	10	664315	0.00131990	87.68306289	*
7226	矮小	10	664325	0.00131990	87.68438279	*
7227	罪名	10	664335	0.00131990	87.68570269	*
7228	試一試	10	664345	0.00131990	87.68702259	
7229	跳出	10	664355	0.00131990	87.68834249	
7230	運氣	10	664365	0.00131990	87.68966239	*
7231	詮釋	10	664375	0.00131990	87.69098229	*
7232	農耕	10	664385	0.00131990	87.69230219	*
7233	董	10	664395	0.00131990	87.69362209	*
7234	電子郵件	10	664405	0.00131990	87.69494199	
7235	鈸	10	664415	0.00131990	87.69626189	*
7236	違背	10	664425	0.00131990	87.69758179	*
7237	雷聲	10	664435	0.00131990	87.69890169	*
7238	團聚	10	664445	0.00131990	87.70022159	*
7239	嘆氣	10	664455	0.00131990	87.70154149	*
7240	對摺	10	664465	0.00131990	87.70286139	
7241	墊	10	664475	0.00131990	87.70418129	*
7242	對照	10	664485	0.00131990	87.70550119	*
7243	徹	10	664495	0.00131990	87.70682109	*
7244	摔	10	664505	0.00131990	87.70814099	*
7245	磁場	10	664515	0.00131990	87.70946089	*
7246	滴答	10	664525	0.00131990	87.71078079	*
7247	算法	10	664535	0.00131990	87.71210069	*
7248	滲入	10	664545	0.00131990	87.71342059	*
7249	監視	10	664555	0.00131990	87.71474049	*
7250	疑惑	10	664565	0.00131990	87.71606039	*
7251	瘋狂	10	664575	0.00131990	87.71738029	*
7252	舞曲	10	664585	0.00131990	87.71870019	*
7253	翡翠城	10	664595	0.00131990	87.72002009	
7254	臺東	10	664605	0.00131990	87.72133999	
7255	製品	10	664615	0.00131990	87.72265989	*
7256	輕飄飄	10	664625	0.00131990	87.72397979	*
7257	趙大	10	664635	0.00131990	87.72529969	
7258	輕巧	10	664645	0.00131990	87.72661959	*
7259	豪華	10	664655	0.00131990	87.72793949	*
7260	億載金城	10	664665	0.00131990	87.72925939	
7261	酸性	10	664675	0.00131990	87.73057929	*
7262	趕上	10	664685	0.00131990	87.73189919	*
7263	說明文	10	664695	0.00131990	87.73321909	*
7264	銀星號	10	664705	0.00131990	87.73453899	
7265	墳	10	664715	0.00131990	87.73585889	*
7266	增強	10	664725	0.00131990	87.73717879	*
7267	寬大	10	664735	0.00131990	87.73849869	*
7268	彈弓	10	664745	0.00131990	87.73981859	*
7269	憂慮	10	664755	0.00131990	87.74113849	*
7270	增多	10	664765	0.00131990	87.74245839	*
7271	廟會	10	664775	0.00131990	87.74377829	*
7272	寫實	10	664785	0.00131990	87.74509819	*
7273	澄清	10	664795	0.00131990	87.74641809	*
7274	熟識	10	664805	0.00131990	87.74773799	*
7275	澆花	10	664815	0.00131990	87.74905789	
7276	盤旋	10	664825	0.00131990	87.75037779	*
7277	樣式	10	664835	0.00131990	87.75169769	*
7278	敵害	10	664845	0.00131990	87.75301759	
7279	樂隊	10	664855	0.00131990	87.75433749	*
7280	稻米	10	664865	0.00131990	87.75565739	*
7281	模糊	10	664875	0.00131990	87.75697729	*
7282	播出	10	664885	0.00131990	87.75829719	*
7283	踏上	10	664895	0.00131990	87.75961709	
7284	豎琴	10	664905	0.00131990	87.76093699	*
7285	賢慧	10	664915	0.00131990	87.76225689	*
7286	蔣公	10	664925	0.00131990	87.76357679	
7287	質地	10	664935	0.00131990	87.76489669	*
7288	儒家	10	664945	0.00131990	87.76621659	*
7289	奮力	10	664955	0.00131990	87.76753649	*
7290	鄰	10	664965	0.00131990	87.76885639	*
7291	導演	10	664975	0.00131990	87.77017629	*
7292	輪軸	10	664985	0.00131990	87.77149619	*
7293	懈怠	10	664995	0.00131990	87.77281609	*
7294	齒輪	10	665005	0.00131990	87.77413599	*
7295	燕	10	665015	0.00131990	87.77545589	*
7296	磨碎	10	665025	0.00131990	87.77677579	
7297	撿到	10	665035	0.00131990	87.77809569	
7298	磨練	10	665045	0.00131990	87.77941559	*
7299	機智	10	665055	0.00131990	87.78073549	*
7300	遲鈍	10	665065	0.00131990	87.78205539	*
7301	遺址	10	665075	0.00131990	87.78337529	*
7302	遴選	10	665085	0.00131990	87.78469519	*
7303	頸	10	665095	0.00131990	87.78601509	*
7304	隧道	10	665105	0.00131990	87.78733499	*
7305	親生	10	665115	0.00131990	87.78865489	*
7306	親朋好友	10	665125	0.00131990	87.78997479	*
7307	融化	10	665135	0.00131990	87.79129469	*
7308	優先	10	665145	0.00131990	87.79261459	*
7309	龍舟	10	665155	0.00131990	87.79393449	*
7310	檢驗	10	665165	0.00131990	87.79525439	*
7311	優異	10	665175	0.00131990	87.79657429	*
7312	幫幫忙	10	665185	0.00131990	87.79789419	
7313	龍年	10	665195	0.00131990	87.79921409	
7314	鍾	10	665205	0.00131990	87.80053399	*
7315	鍵盤	10	665215	0.00131990	87.80185389	*
7316	磷	10	665225	0.00131990	87.80317379	*
7317	艱鉅	10	665235	0.00131990	87.80449369	*
7318	繁多	10	665245	0.00131990	87.80581359	*
7319	輾轉	10	665255	0.00131990	87.80713349	*
7320	總量	10	665265	0.00131990	87.80845339	
7321	聲樂曲	10	665275	0.00131990	87.80977329	
7322	罈子	10	665285	0.00131990	87.81109319	*
7323	職業	10	665295	0.00131990	87.81241309	*
7324	簡易	10	665305	0.00131990	87.81373299	*
7325	鮮紅	10	665315	0.00131990	87.81505289	*
7326	嚮往	10	665325	0.00131990	87.81637279	*
7327	斷裂	10	665335	0.00131990	87.81769269	*
7328	藍波	10	665345	0.00131990	87.81901259	*
7329	點鐘	10	665355	0.00131990	87.82033249	*
7330	蹦蹦跳跳	10	665365	0.00131990	87.82165239	*
7331	豐盈	10	665375	0.00131990	87.82297229	
7332	醫學	10	665385	0.00131990	87.82429219	*
7333	壞話	10	665395	0.00131990	87.82561209	*
7334	雙重	10	665405	0.00131990	87.82693199	*
7335	壞人	10	665415	0.00131990	87.82825189	*
7336	騎士	10	665425	0.00131990	87.82957179	*
7337	轉彎	10	665435	0.00131990	87.83089169	*
7338	雙十節	10	665445	0.00131990	87.83221159	*
7339	轉眼	10	665455	0.00131990	87.83353149	*
7340	繼	10	665465	0.00131990	87.83485139	*
7341	蘆葦	10	665475	0.00131990	87.83617129	*
7342	藝人	10	665485	0.00131990	87.83749119	*
7343	鏡	10	665495	0.00131990	87.83881109	*
7344	蘇東坡	10	665505	0.00131990	87.84013099	
7345	識字	10	665515	0.00131990	87.84145089	
7346	嚴厲	10	665525	0.00131990	87.84277079	*
7347	鹹	10	665535	0.00131990	87.84409069	*
7348	護城河	10	665545	0.00131990	87.84541059	
7349	覺悟	10	665555	0.00131990	87.84673049	*
7350	議會	10	665565	0.00131990	87.84805039	*
7351	聽覺	10	665575	0.00131990	87.84937029	*
7352	聽聽	10	665585	0.00131990	87.85069019	
7353	彎彎	10	665595	0.00131990	87.85201009	
7354	驚醒	10	665605	0.00131990	87.85332999	*
7355	權力	10	665615	0.00131990	87.85464989	*
7356	聽從	10	665625	0.00131990	87.85596979	*
7357	變態	10	665635	0.00131990	87.85728969	*
7358	鹽水	10	665645	0.00131990	87.85860959	*
7359	顯出	10	665655	0.00131990	87.85992949	
7360	喵	10	665665	0.00131990	87.86124939	*
7361	掰掰	10	665675	0.00131990	87.86256929	
7362	壼穴	10	665685	0.00131990	87.86388919	
7363	七娘媽	9	665694	0.00118791	87.86507710	*
7364	人際關係	9	665703	0.00118791	87.86626501	*
7365	一早	9	665712	0.00118791	87.86745292	*
7366	一連串	9	665721	0.00118791	87.86864083	*
7367	人性	9	665730	0.00118791	87.86982874	*
7368	一心一意	9	665739	0.00118791	87.87101665	*
7369	一帆風順	9	665748	0.00118791	87.87220456	*
7370	一望無際	9	665757	0.00118791	87.87339247	*
7371	一步步	9	665766	0.00118791	87.87458038	*
7372	人魚公主	9	665775	0.00118791	87.87576829	
7373	人造	9	665784	0.00118791	87.87695620	*
7374	上車	9	665793	0.00118791	87.87814411	
7375	下水道	9	665802	0.00118791	87.87933202	*
7376	下巴	9	665811	0.00118791	87.88051993	*
7377	千奇百怪	9	665820	0.00118791	87.88170784	*
7378	口訣	9	665829	0.00118791	87.88289575	*
7379	口吻	9	665838	0.00118791	87.88408366	*
7380	口徑	9	665847	0.00118791	87.88527157	*
7381	大年	9	665856	0.00118791	87.88645948	*
7382	大盜	9	665865	0.00118791	87.88764739	*
7383	大樹	9	665874	0.00118791	87.88883530	
7384	大叔	9	665883	0.00118791	87.89002321	*
7385	大明	9	665892	0.00118791	87.89121112	
7386	土撥鼠	9	665901	0.00118791	87.89239903	*
7387	士氣	9	665910	0.00118791	87.89358694	*
7388	小子	9	665919	0.00118791	87.89477485	*
7389	小鼓	9	665928	0.00118791	87.89596276	
7390	小松	9	665937	0.00118791	87.89715067	
7391	山峰	9	665946	0.00118791	87.89833858	*
7392	不可或缺	9	665955	0.00118791	87.89952649	*
7393	才藝	9	665964	0.00118791	87.90071440	*
7394	小芬	9	665973	0.00118791	87.90190231	
7395	不止	9	665982	0.00118791	87.90309022	*
7396	小路	9	665991	0.00118791	87.90427813	
7397	山東省	9	666000	0.00118791	87.90546604	
7398	不負	9	666009	0.00118791	87.90665395	*
7399	中國大陸	9	666018	0.00118791	87.90784186	
7400	不為	9	666027	0.00118791	87.90902977	
7401	不耐煩	9	666036	0.00118791	87.91021768	*
7402	互助	9	666045	0.00118791	87.91140559	*
7403	中年	9	666054	0.00118791	87.91259350	*
7404	不常	9	666063	0.00118791	87.91378141	
7405	不愧	9	666072	0.00118791	87.91496932	*
7406	中市	9	666081	0.00118791	87.91615723	
7407	不解	9	666090	0.00118791	87.91734514	*
7408	不識	9	666099	0.00118791	87.91853305	*
7409	不愁	9	666108	0.00118791	87.91972096	*
7410	元朝	9	666117	0.00118791	87.92090887	
7411	分行	9	666126	0.00118791	87.92209678	*
7412	分散	9	666135	0.00118791	87.92328469	*
7413	公噸	9	666144	0.00118791	87.92447260	
7414	五官	9	666153	0.00118791	87.92566051	*
7415	分校	9	666162	0.00118791	87.92684842	*
7416	切斷	9	666171	0.00118791	87.92803633	*
7417	友愛	9	666180	0.00118791	87.92922424	*
7418	引申	9	666189	0.00118791	87.93041215	*
7419	天然	9	666198	0.00118791	87.93160006	*
7420	太空船	9	666207	0.00118791	87.93278797	*
7421	天涯	9	666216	0.00118791	87.93397588	*
7422	天寒地凍	9	666225	0.00118791	87.93516379	*
7423	尤	9	666234	0.00118791	87.93635170	*
7424	巴	9	666243	0.00118791	87.93753961	*
7425	孔融	9	666252	0.00118791	87.93872752	
7426	天堂	9	666261	0.00118791	87.93991543	*
7427	木片	9	666270	0.00118791	87.94110334	*
7428	支配	9	666279	0.00118791	87.94229125	*
7429	木柴	9	666288	0.00118791	87.94347916	*
7430	日後	9	666297	0.00118791	87.94466707	*
7431	月形	9	666306	0.00118791	87.94585498	
7432	比目魚	9	666315	0.00118791	87.94704289	*
7433	水缸	9	666324	0.00118791	87.94823080	
7434	手機	9	666333	0.00118791	87.94941871	
7435	文化交流	9	666342	0.00118791	87.95060662	
7436	木工	9	666351	0.00118791	87.95179453	*
7437	水溫	9	666360	0.00118791	87.95298244	*
7438	世上	9	666369	0.00118791	87.95417035	*
7439	火花	9	666378	0.00118791	87.95535826	*
7440	爪子	9	666387	0.00118791	87.95654617	*
7441	王小明	9	666396	0.00118791	87.95773408	
7442	水彩畫	9	666405	0.00118791	87.95892199	*
7443	王維	9	666414	0.00118791	87.96010990	
7444	王妃	9	666423	0.00118791	87.96129781	*
7445	功力	9	666432	0.00118791	87.96248572	*
7446	半信半疑	9	666441	0.00118791	87.96367363	*
7447	冬日	9	666450	0.00118791	87.96486154	*
7448	可否	9	666459	0.00118791	87.96604945	*
7449	代價	9	666468	0.00118791	87.96723736	*
7450	出神	9	666477	0.00118791	87.96842527	*
7451	可觀	9	666486	0.00118791	87.96961318	*
7452	古書	9	666495	0.00118791	87.97080109	
7453	古董	9	666504	0.00118791	87.97198900	*
7454	司機	9	666513	0.00118791	87.97317691	*
7455	巨型	9	666522	0.00118791	87.97436482	*
7456	古巴	9	666531	0.00118791	87.97555273	
7457	台電	9	666540	0.00118791	87.97674064	
7458	外號	9	666549	0.00118791	87.97792855	*
7459	失	9	666558	0.00118791	87.97911646	*
7460	外海	9	666567	0.00118791	87.98030437	*
7461	叩	9	666576	0.00118791	87.98149228	*
7462	打到	9	666585	0.00118791	87.98268019	
7463	正比	9	666594	0.00118791	87.98386810	*
7464	平平	9	666603	0.00118791	87.98505601	*
7465	布料	9	666612	0.00118791	87.98624392	*
7466	平穩	9	666621	0.00118791	87.98743183	*
7467	永恆	9	666630	0.00118791	87.98861974	*
7468	正月	9	666639	0.00118791	87.98980765	*
7469	正三角形	9	666648	0.00118791	87.99099556	
7470	生物圈	9	666657	0.00118791	87.99218347	
7471	白馬	9	666666	0.00118791	87.99337138	
7472	生育	9	666675	0.00118791	87.99455929	*
7473	瓦特	9	666684	0.00118791	87.99574720	*
7474	生出	9	666693	0.00118791	87.99693511	
7475	皮箱	9	666702	0.00118791	87.99812302	*
7476	白浪	9	666711	0.00118791	87.99931093	
7477	矛	9	666720	0.00118791	88.00049884	*
7478	生理	9	666729	0.00118791	88.00168675	*
7479	田園	9	666738	0.00118791	88.00287466	*
7480	甘茂	9	666747	0.00118791	88.00406257	
7481	犯錯	9	666756	0.00118791	88.00525048	*
7482	永興國小	9	666765	0.00118791	88.00643839	
7483	田螺	9	666774	0.00118791	88.00762630	*
7484	白玉盤	9	666783	0.00118791	88.00881421	
7485	仰望	9	666792	0.00118791	88.01000212	*
7486	企圖	9	666801	0.00118791	88.01119003	*
7487	伏	9	666810	0.00118791	88.01237794	*
7488	再生	9	666819	0.00118791	88.01356585	*
7489	列出	9	666828	0.00118791	88.01475376	
7490	全音	9	666837	0.00118791	88.01594167	
7491	全民	9	666846	0.00118791	88.01712958	*
7492	向來	9	666855	0.00118791	88.01831749	*
7493	合計	9	666864	0.00118791	88.01950540	*
7494	合奏	9	666873	0.00118791	88.02069331	*
7495	回信	9	666882	0.00118791	88.02188122	*
7496	在意	9	666891	0.00118791	88.02306913	*
7497	各界	9	666900	0.00118791	88.02425704	
7498	印刷	9	666909	0.00118791	88.02544495	*
7499	地函	9	666918	0.00118791	88.02663286	
7500	成像	9	666927	0.00118791	88.02782077	
7501	收藏家	9	666936	0.00118791	88.02900868	*
7502	好比	9	666945	0.00118791	88.03019659	*
7503	存款	9	666954	0.00118791	88.03138450	*
7504	字數	9	666963	0.00118791	88.03257241	
7505	年幼	9	666972	0.00118791	88.03376032	*
7506	尖叫	9	666981	0.00118791	88.03494823	*
7507	多彩多姿	9	666990	0.00118791	88.03613614	*
7508	汙水	9	666999	0.00118791	88.03732405	*
7509	百花	9	667008	0.00118791	88.03851196	
7510	羽衣	9	667017	0.00118791	88.03969987	
7511	次序	9	667026	0.00118791	88.04088778	*
7512	有意	9	667035	0.00118791	88.04207569	*
7513	有助	9	667044	0.00118791	88.04326360	*
7514	臣子	9	667053	0.00118791	88.04445151	*
7515	自私	9	667062	0.00118791	88.04563942	*
7516	色澤	9	667071	0.00118791	88.04682733	*
7517	位元	9	667080	0.00118791	88.04801524	*
7518	克羅沙克	9	667089	0.00118791	88.04920315	
7519	佛經	9	667098	0.00118791	88.05039106	*
7520	何必	9	667107	0.00118791	88.05157897	*
7521	克莉絲汀	9	667116	0.00118791	88.05276688	
7522	冷氣團	9	667125	0.00118791	88.05395479	*
7523	冷清	9	667134	0.00118791	88.05514270	*
7524	吾	9	667143	0.00118791	88.05633061	*
7525	克拉	9	667152	0.00118791	88.05751852	*
7526	冷氣	9	667161	0.00118791	88.05870643	*
7527	伯	9	667170	0.00118791	88.05989434	*
7528	即位	9	667179	0.00118791	88.06108225	*
7529	否認	9	667188	0.00118791	88.06227016	*
7530	困	9	667197	0.00118791	88.06345807	*
7531	技能	9	667206	0.00118791	88.06464598	*
7532	尿素	9	667215	0.00118791	88.06583389	*
7533	快活	9	667224	0.00118791	88.06702180	*
7534	忌諱	9	667233	0.00118791	88.06820971	*
7535	弟婦	9	667242	0.00118791	88.06939762	*
7536	技藝	9	667251	0.00118791	88.07058553	*
7537	吹起	9	667260	0.00118791	88.07177344	
