字頻序號,字,部首,筆畫,出現頻次,累積頻次,累積百分比
704,充,儿,05,294,838310,83.34294372
705,尼,尸,05,294,838604,83.37217256
706,餐,食,16,294,838898,83.40140139
707,旅,方,10,293,839191,83.43053081
708,送,??,10,293,839484,83.45966023
709,吸,口,07,292,839776,83.48869023
710,異,田,11,292,840068,83.51772023
711,亦,??,06,291,840359,83.54665081
712,龍,龍,16,291,840650,83.57558140
713,越,走,12,290,840940,83.60441256
714,舞,舛,14,290,841230,83.63324372
715,玩,玉,08,288,841518,83.66187605
716,追,??,10,288,841806,83.69050838
717,寫,??,15,288,842094,83.71914071
718,繼,糸,20,288,842382,83.74777304
719,衛,行,15,287,842669,83.77630595
720,課,言,15,286,842955,83.80473945
721,威,女,09,284,843239,83.83297410
722,班,玉,10,284,843523,83.86120876
723,久,??,03,283,843806,83.88934400
724,父,父,04,283,844089,83.91747924
725,校,木,10,283,844372,83.94561448
726,洋,水,09,282,844654,83.97365030
727,短,矢,12,282,844936,84.00168613
728,察,??,14,282,845218,84.02972195
729,退,??,10,280,845498,84.05755893
730,競,立,20,280,845778,84.08539592
731,青,青,08,279,846057,84.11313349
732,降,阜,09,279,846336,84.14087106
733,簡,竹,18,279,846615,84.16860863
734,寶,??,20,278,846893,84.19624678
735,破,石,10,277,847170,84.22378551
736,古,口,05,275,847445,84.25112541
737,執,土,11,274,847719,84.27836589
738,融,虫,16,274,847993,84.30560637
739,臨,臣,17,272,848265,84.33264801
740,歌,欠,14,271,848536,84.35959024
741,良,艮,07,270,848806,84.38643305
742,副,刀,11,270,849076,84.41327586
743,劃,刀,14,270,849346,84.44011867
744,獎,犬,15,270,849616,84.46696147
745,盤,皿,15,269,849885,84.49370486
746,溫,水,13,268,850153,84.52034884
747,評,言,12,267,850420,84.54689339
748,願,頁,19,267,850687,84.57343795
749,突,穴,09,266,850953,84.59988308
750,控,手,11,266,851219,84.62632822
751,魚,魚,11,266,851485,84.65277336
752,航,舟,10,264,851749,84.67901966
753,菜,艸,12,264,852013,84.70526596
754,岸,山,08,263,852276,84.73141285
755,訴,言,12,263,852539,84.75755973
756,劉,刀,15,259,852798,84.78330894
757,討,言,10,258,853056,84.80895874
758,苦,艸,09,257,853313,84.83450911
759,勝,力,12,257,853570,84.86005949
760,績,糸,17,257,853827,84.88560987
761,停,人,11,255,854082,84.91096141
762,漸,水,14,255,854337,84.93631295
763,承,手,08,254,854591,84.96156507
764,毛,毛,04,253,854844,84.98671778
765,迷,??,10,253,855097,85.01187049
766,漲,水,14,253,855350,85.03702319
767,榮,木,14,252,855602,85.06207648
768,歷,止,16,251,855853,85.08703035
769,春,日,09,250,856103,85.11188480
770,症,??,10,250,856353,85.13673925
771,站,立,10,250,856603,85.16159371
772,測,水,12,250,856853,85.18644816
773,納,糸,10,249,857102,85.21120319
774,輸,車,16,249,857351,85.23595823
775,謝,言,17,249,857600,85.26071326
776,肉,肉,06,248,857848,85.28536888
777,講,言,17,248,858096,85.31002450
778,移,禾,11,247,858343,85.33458070
779,晚,日,11,246,858589,85.35903748
780,左,工,05,244,858833,85.38329542
781,含,口,07,244,859077,85.40755337
782,武,止,08,244,859321,85.43181131
783,阿,阜,08,244,859565,85.45606926
784,趣,走,15,244,859809,85.48032720
785,幫,巾,17,244,860053,85.50458515
786,介,人,04,243,860296,85.52874368
787,木,木,04,243,860539,85.55290220
788,您,心,11,243,860782,85.57706073
789,傷,人,13,243,861025,85.60121926
790,彈,弓,15,243,861268,85.62537779
791,城,土,09,242,861510,85.64943690
792,染,木,09,242,861752,85.67349601
793,答,竹,12,241,861993,85.69745570
794,聞,耳,14,241,862234,85.72141539
795,缺,缶,10,240,862474,85.74527567
796,麗,鹿,19,240,862714,85.76913594
797,妳,女,08,239,862953,85.79289680
798,某,木,09,239,863192,85.81665765
799,唱,口,11,239,863431,85.84041851
800,倒,人,10,238,863669,85.86407995
801,擁,手,16,238,863907,85.88774139
802,牛,牛,04,237,864144,85.91130341
803,右,口,05,237,864381,85.93486543
804,附,阜,08,237,864618,85.95842745
805,野,里,11,237,864855,85.98198947
806,幅,巾,12,237,865092,86.00555149
807,巴,己,04,236,865328,86.02901409
808,硬,石,12,236,865564,86.05247670
809,鄉,邑,12,236,865800,86.07593930
810,緊,糸,14,236,866036,86.09940190
811,歐,欠,15,236,866272,86.12286451
812,呢,口,08,233,866505,86.14602886
813,棒,木,12,232,866737,86.16909379
814,避,??,17,232,866969,86.19215872
815,尚,小,08,231,867200,86.21512423
816,害,??,10,231,867431,86.23808975
817,夫,大,04,229,867660,86.26085642
818,永,水,05,228,867888,86.28352369
819,派,水,09,227,868115,86.30609153
820,套,大,10,227,868342,86.32865937
821,豐,豆,18,227,868569,86.35122721
822,宜,??,08,226,868795,86.37369564
823,紙,糸,10,226,869021,86.39616406
824,尤,尢,04,225,869246,86.41853307
825,江,水,06,225,869471,86.44090208
826,背,肉,09,225,869696,86.46327108
827,略,田,11,225,869921,86.48564009
828,抗,手,07,224,870145,86.50790968
829,勞,力,12,224,870369,86.53017927
830,微,彳,13,224,870593,86.55244886
831,穩,禾,19,223,870816,86.57461903
832,屋,尸,09,221,871037,86.59659037
833,宣,??,09,220,871257,86.61846228
834,乾,乙,11,220,871477,86.64033420
835,疑,疋,14,220,871697,86.66220612
836,普,日,12,219,871916,86.68397862
837,週,??,12,219,872135,86.70575112
838,摩,手,15,219,872354,86.72752362
839,笑,竹,10,218,872572,86.74919670
840,幣,巾,14,218,872790,86.77086979
841,守,??,06,217,873007,86.79244345
842,享,??,08,217,873224,86.81401712
843,穿,穴,09,217,873441,86.83559078
844,訓,言,10,217,873658,86.85716445
845,樓,木,15,215,873873,86.87853927
846,奧,大,13,214,874087,86.89981469
847,博,十,12,213,874300,86.92099068
848,吳,口,07,212,874512,86.94206725
849,痛,??,12,212,874724,86.96314383
850,呼,口,08,211,874935,86.98412099
851,訂,言,09,211,875146,87.00509815
852,射,寸,10,211,875357,87.02607530
853,圍,囗,12,211,875568,87.04705246
854,尋,寸,12,211,875779,87.06802962
855,盡,皿,14,211,875990,87.08900678
856,述,??,09,210,876200,87.10988452
857,攻,??,07,209,876409,87.13066284
858,飯,食,12,209,876618,87.15144116
859,瑞,玉,13,209,876827,87.17221948
860,跑,足,12,208,877035,87.19289839
861,陽,阜,12,208,877243,87.21357729
862,檔,木,17,208,877451,87.23425620
863,療,??,17,208,877659,87.25493510
864,織,糸,18,208,877867,87.27561400
865,急,心,09,207,878074,87.29619349
866,債,人,13,207,878281,87.31677298
867,藏,艸,18,207,878488,87.33735246
868,鎮,金,18,207,878695,87.35793195
869,懷,心,19,207,878902,87.37851144
870,判,刀,07,206,879108,87.39899151
871,逐,??,11,206,879314,87.41947157
872,針,金,10,205,879519,87.43985223
873,掉,手,11,205,879724,87.46023288
874,輝,車,15,205,879929,87.48061353
875,遭,??,15,205,880134,87.50099418
876,村,木,07,204,880338,87.52127541
877,律,彳,09,204,880542,87.54155664
878,剛,刀,10,204,880746,87.56183788
879,跌,足,12,203,880949,87.58201969
880,操,手,16,203,881152,87.60220151
881,互,二,04,202,881354,87.62228391
882,損,手,13,202,881556,87.64236630
883,碼,石,15,202,881758,87.66244870
884,佛,人,07,201,881959,87.68243168
885,牠,牛,07,200,882159,87.70231524
886,券,刀,08,200,882359,87.72219880
887,竟,音,11,200,882559,87.74208237
888,誌,言,14,200,882759,87.76196593
889,冷,??,07,199,882958,87.78175007
890,激,水,16,199,883157,87.80153422
891,延,??,08,198,883355,87.82121894
892,衝,行,15,198,883553,87.84090367
893,頻,頁,16,198,883751,87.86058839
894,怕,心,08,197,883948,87.88017370
895,亮,??,09,197,884145,87.89975901
896,烈,火,10,197,884342,87.91934432
897,腳,肉,13,197,884539,87.93892963
898,席,巾,10,196,884735,87.95841552
899,陣,阜,10,196,884931,87.97790141
900,順,頁,12,196,885127,87.99738730
901,揮,手,12,195,885322,88.01677377
902,架,木,09,194,885516,88.03606083
903,楚,木,13,194,885710,88.05534788
904,盛,皿,11,193,885903,88.07453552
905,媒,女,12,193,886096,88.09372316
906,貴,貝,12,193,886289,88.11291079
907,樹,木,16,193,886482,88.13209843
908,擴,手,18,193,886675,88.15128607
909,鐘,金,20,193,886868,88.17047371
910,汽,水,07,192,887060,88.18956193
911,央,大,05,191,887251,88.20855073
912,幸,干,08,191,887442,88.22753953
913,夏,??,10,191,887633,88.24652833
914,幕,巾,14,191,887824,88.26551713
915,估,人,07,190,888014,88.28440652
916,寬,??,15,190,888204,88.30329590
917,典,八,08,189,888393,88.32208587
918,散,??,12,189,888582,88.34087583
919,階,阜,12,189,888771,88.35966580
920,慢,心,14,189,888960,88.37845576
921,慮,心,15,189,889149,88.39724573
922,釋,釆,20,189,889338,88.41603569
923,敗,??,11,188,889526,88.43472624
924,付,人,05,187,889713,88.45331737
925,嗎,口,13,187,889900,88.47190850
926,章,音,11,186,890086,88.49040022
927,雅,隹,12,186,890272,88.50889193
928,播,手,15,186,890458,88.52738364
929,訪,言,11,184,890642,88.54567652
930,舊,臼,18,184,890826,88.56396940
931,殺,殳,11,182,891008,88.58206344
932,庭,??,10,181,891189,88.60005806
933,淨,水,11,181,891370,88.61805268
934,露,雨,21,181,891551,88.63604731
935,倍,人,10,180,891731,88.65394251
936,禮,示,18,180,891911,88.67183772
937,藉,艸,18,180,892091,88.68973292
938,粉,米,10,179,892270,88.70752871
939,患,心,11,179,892449,88.72532450
940,童,立,12,179,892628,88.74312029
941,頓,頁,13,179,892807,88.76091608
942,賺,貝,17,179,892986,88.77871186
943,衣,衣,06,178,893164,88.79640823
944,呈,口,07,178,893342,88.81410460
945,宮,??,10,177,893519,88.83170156
946,彩,??,11,177,893696,88.84929851
947,碟,石,14,177,893873,88.86689546
948,熟,火,15,177,894050,88.88449241
949,河,水,08,176,894226,88.90198995
950,按,手,09,176,894402,88.91948748
951,堅,土,11,175,894577,88.93688560
952,吧,口,07,174,894751,88.95418430
953,泰,水,10,174,894925,88.97148300
954,範,竹,15,174,895099,88.98878169
955,靈,雨,24,174,895273,89.00608039
956,靠,非,15,173,895446,89.02327967
957,虎,虍,08,172,895618,89.04037954
958,促,人,09,172,895790,89.05747940
959,叫,口,05,171,895961,89.07447985
960,草,艸,10,171,896132,89.09148029
961,掌,手,12,171,896303,89.10848074
962,艦,舟,20,171,896474,89.12548118
963,志,心,07,170,896644,89.14238221
964,析,木,08,170,896814,89.15928324
965,託,言,10,170,896984,89.17618426
966,船,舟,11,170,897154,89.19308529
967,智,日,12,170,897324,89.20998632
968,飲,食,12,170,897494,89.22688735
969,監,皿,14,170,897664,89.24378838
970,審,??,15,170,897834,89.26068940
971,壞,土,19,170,898004,89.27759043
972,兵,八,07,169,898173,89.29439204
973,恐,心,10,169,898342,89.31119365
974,鏡,金,19,169,898511,89.32799526
975,炎,火,08,168,898679,89.34469745
976,骨,骨,10,168,898847,89.36139964
977,符,竹,11,168,899015,89.37810184
978,飾,食,13,168,899183,89.39480403
979,緒,糸,14,168,899351,89.41150622
980,潛,水,15,168,899519,89.42820841
981,廳,??,25,168,899687,89.44491060
982,刊,刀,05,167,899854,89.46151338
983,夜,夕,08,167,900021,89.47811615
984,鬆,髟,18,167,900188,89.49471893
985,島,山,10,166,900354,89.51122228
986,隆,阜,12,166,900520,89.52772564
987,雷,雨,13,166,900686,89.54422900
988,田,田,05,165,900851,89.56063293
989,困,囗,07,165,901016,89.57703687
990,坐,土,07,165,901181,89.59344081
991,庫,??,10,165,901346,89.60984475
992,隻,隹,10,165,901511,89.62624869
993,膚,肉,15,165,901676,89.64265263
994,核,木,10,164,901840,89.65895715
995,潮,水,15,164,902004,89.67526167
996,縮,糸,17,164,902168,89.69156619
997,臉,肉,17,164,902332,89.70787071
998,觸,角,20,164,902496,89.72417523
999,驚,馬,23,164,902660,89.74047975
1000,吉,口,06,163,902823,89.75668485
1001,京,??,08,163,902986,89.77288996
1002,肯,肉,08,163,903149,89.78909506
1003,挑,手,09,163,903312,89.80530016
1004,圓,囗,13,163,903475,89.82150527
1005,夢,夕,14,163,903638,89.83771037
1006,漢,水,14,163,903801,89.85391547
1007,靜,青,16,162,903963,89.87002116
1008,亡,??,03,161,904124,89.88602742
1009,宏,??,07,161,904285,89.90203369
1010,怎,心,09,161,904446,89.91803996
1011,婦,女,11,160,904606,89.93394681
1012,搭,手,13,159,904765,89.94975424
1013,廿,廾,04,158,904923,89.96546225
1014,奏,大,09,158,905081,89.98117027
1015,紛,糸,10,158,905239,89.99687828
1016,慶,心,15,158,905397,90.01258629
1017,折,手,07,157,905554,90.02819489
1018,距,足,12,157,905711,90.04380349
1019,固,囗,08,156,905867,90.05931267
1020,雲,雨,12,156,906023,90.07482184
1021,鐵,金,21,156,906179,90.09033102
1022,街,行,12,155,906334,90.10574078
1023,澳,水,16,155,906489,90.12115054
1024,鮮,魚,17,155,906644,90.13656030
1025,塊,土,13,154,906798,90.15187065
1026,媽,女,13,154,906952,90.16718099
1027,董,艸,13,154,907106,90.18249133
1028,域,土,11,153,907259,90.19770226
1029,敏,??,11,153,907412,90.21291318
1030,趨,走,17,153,907565,90.22812411
1031,尺,尸,04,152,907717,90.24323561
1032,申,田,05,152,907869,90.25834712
1033,端,立,14,152,908021,90.27345863
1034,竹,竹,06,151,908172,90.28847072
1035,圈,囗,11,151,908323,90.30348280
1036,荷,艸,11,151,908474,90.31849489
1037,亂,乙,13,151,908625,90.33350698
1038,葉,艸,13,151,908776,90.34851907
1039,徵,彳,15,151,908927,90.36353116
1040,築,竹,16,151,909078,90.37854325
1041,諾,言,16,151,909229,90.39355534
1042,輯,車,16,151,909380,90.40856743
1043,蘇,艸,20,151,909531,90.42357952
1044,惡,心,12,150,909681,90.43849219
1045,朝,月,12,150,909831,90.45340486
1046,米,米,06,149,909980,90.46821811
1047,尿,尸,07,149,910129,90.48303137
1048,努,力,07,148,910277,90.49774520
1049,洗,水,09,148,910425,90.51245904
1050,隔,阜,13,148,910573,90.52717288
1051,犯,犬,05,147,910720,90.54178729
1052,浪,水,10,147,910867,90.55640171
1053,婚,女,11,147,911014,90.57101613
1054,森,木,12,147,911161,90.58563055
1055,批,手,07,146,911307,90.60014555
1056,束,木,07,146,911453,90.61466055
1057,哈,口,09,146,911599,90.62917555
1058,啟,??,11,146,911745,90.64369055
1059,雪,雨,11,146,911891,90.65820555
1060,謂,言,16,146,912037,90.67272055
1061,仁,人,04,145,912182,90.68713613
1062,援,手,12,145,912327,90.70155171
1063,肌,肉,06,144,912471,90.71586788
1064,索,糸,10,144,912615,90.73018404
1065,唯,口,11,144,912759,90.74450021
1066,脫,肉,11,144,912903,90.75881637
1067,游,水,12,144,913047,90.77313254
1068,聖,耳,13,144,913191,90.78744870
1069,予,??,04,143,913334,90.80166545
1070,伊,人,06,143,913477,90.81588219
1071,沙,水,07,143,913620,90.83009894
1072,絲,糸,12,143,913763,90.84431569
1073,賓,貝,14,143,913906,90.85853243
1074,招,手,08,142,914048,90.87264976
1075,堂,土,11,142,914190,90.88676709
1076,遇,??,13,142,914332,90.90088442
1077,複,衣,15,142,914474,90.91500175
1078,籌,竹,20,142,914616,90.92911908
1079,培,土,11,141,914757,90.94313699
1080,憶,心,16,141,914898,90.95715490
1081,秀,禾,07,140,915038,90.97107339
1082,貿,貝,12,140,915178,90.98499189
1083,聚,耳,14,140,915318,90.99891038
1084,泥,水,08,139,915457,91.01272946
1085,緣,糸,15,139,915596,91.02654853
1086,刷,刀,08,138,915734,91.04026819
1087,既,??,09,138,915872,91.05398785
1088,握,手,12,138,916010,91.06770750
1089,跳,足,13,138,916148,91.08142716
1090,蓋,艸,14,138,916286,91.09514682
1091,籍,竹,20,138,916424,91.10886648
1092,憲,心,16,137,916561,91.12248672
1093,拜,手,09,136,916697,91.13600754
1094,弱,弓,10,136,916833,91.14952836
1095,累,糸,11,136,916969,91.16304918
1096,麥,麥,11,136,917105,91.17657001
1097,迎,??,08,135,917240,91.18999141
1098,振,手,10,135,917375,91.20341281
1099,純,糸,10,135,917510,91.21683422
1100,探,手,11,135,917645,91.23025562
1101,慣,心,14,135,917780,91.24367703
1102,賞,貝,15,135,917915,91.25709843
1103,賴,貝,16,135,918050,91.27051984
1104,革,革,09,134,918184,91.28384182
1105,旁,方,10,134,918318,91.29716381
1106,概,木,13,134,918452,91.31048580
1107,誤,言,14,134,918586,91.32380778
1108,雨,雨,08,133,918719,91.33703035
1109,嫌,女,13,133,918852,91.35025292
1110,嘉,口,14,133,918985,91.36347549
1111,私,禾,07,132,919117,91.37659864
1112,陰,阜,11,132,919249,91.38972179
1113,趕,走,14,132,919381,91.40284494
1114,哪,口,10,131,919512,91.41586867
1115,湖,水,12,131,919643,91.42889241
1116,漫,水,14,131,919774,91.44191614
1117,燈,火,16,131,919905,91.45493987
1118,巧,工,05,130,920035,91.46786419
1119,液,水,11,130,920165,91.48078850
1120,閒,門,12,130,920295,91.49371282
1121,誠,言,13,130,920425,91.50663713
1122,零,雨,13,130,920555,91.51956145
1123,頗,頁,14,130,920685,91.53248576
1124,遺,??,16,130,920815,91.54541008
1125,鍵,金,17,130,920945,91.55833439
1126,佔,人,07,129,921074,91.57115929
1127,屆,尸,08,129,921203,91.58398419
1128,毒,毋,08,129,921332,91.59680909
1129,喝,口,12,129,921461,91.60963398
1130,窗,穴,12,129,921590,91.62245888
1131,鼓,鼓,13,129,921719,91.63528378
1132,危,??,06,128,921847,91.64800926
1133,抱,手,08,128,921975,91.66073474
1134,鹽,鹵,24,128,922103,91.67346022
1135,弟,弓,07,127,922230,91.68608628
1136,刺,刀,08,127,922357,91.69871234
1137,暴,日,15,127,922484,91.71133840
1138,顏,頁,18,127,922611,91.72396446
1139,途,??,11,126,922737,91.73649111
1140,晶,日,12,126,922863,91.74901775
1141,巨,工,05,125,922988,91.76144498
1142,洛,水,09,125,923113,91.77387220
1143,混,水,11,125,923238,91.78629943
1144,惠,心,12,125,923363,91.79872666
1145,遍,??,13,125,923488,91.81115388
1146,姓,女,08,124,923612,91.82348169
1147,宗,??,08,124,923736,91.83580950
1148,救,??,11,124,923860,91.84813731
1149,湯,水,12,124,923984,91.86046512
